date,pm2_5,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_direction,pressure,aqi,day_of_week,month,aqi_t-1,aqi_t-2,aqi_t-3,7_day_avg_aqi,14_day_avg_aqi,aqi_tomorrow
2024-02-13,4.031491376645005,5.799664484025882,17.533367616214996,3.0210507447906263,236.40188206506338,27.758485681108468,10.881923380207992,54.17395361488893,4.836432857157002,309,1008.260536413655,31,1,2,102.0,64.0,41.0,50.42857142857143,44.857142857142854,74.0
2024-02-14,11.159646779535112,28.607138586361515,18.30521358535863,2.293857553812634,253.69925174684172,18.167273110456737,7.449043438824107,54.54920528117975,2.9706774778100145,282,1008.8283847725421,74,2,2,31.0,102.0,64.0,56.285714285714285,46.07142857142857,33.0
2024-02-15,3.9886501952912816,23.26014771251355,16.47598046050949,4.39499366314849,298.03167322060705,12.421619481822635,9.826856493069108,63.92317112833217,7.850014144675905,268,1016.8201489078643,33,3,2,74.0,31.0,102.0,57.285714285714285,45.0,42.0
2024-02-16,3.024035132563644,11.580960420178307,10.181229634794125,3.7563669801869346,232.73620575666342,27.324021591056077,10.708627119552865,61.16891522435777,4.482153094648806,240,1005.2859924239518,42,4,2,33.0,74.0,31.0,55.285714285714285,45.42857142857143,60.0
2024-02-17,4.404161344433053,18.806541661765305,11.329411737678942,1.9305014714947548,203.56187440395686,27.729987759723187,15.368408167948994,36.551874346183006,4.460896877524376,244,1009.8362248505748,60,5,2,42.0,33.0,74.0,58.0,47.857142857142854,38.0
2024-02-18,3.202037451055658,6.962334609483234,12.753152190465428,1.3994798939294646,203.06192625145238,17.238681416281672,13.336706599866007,68.09705019732596,3.8039980868182317,162,1015.9822056879087,38,6,2,60.0,42.0,33.0,54.285714285714285,47.92857142857143,57.0
2024-02-19,10.701342675173473,28.33807933122278,12.439801577882665,2.3530998632364297,248.05377698596817,15.740789095103981,7.127821449126175,70.23700281691143,4.843295327920405,59,1009.828570761553,57,0,2,38.0,60.0,42.0,47.857142857142854,50.07142857142857,26.0
2024-02-20,1.0,9.533088511276715,17.89598000148338,5.799124208834262,244.036949476002,22.578450181359646,13.502531031218831,46.99310746929529,6.770325275237148,5,1011.8201500639451,26,1,2,57.0,38.0,60.0,47.142857142857146,48.785714285714285,40.0
2024-02-21,9.13499116253947,19.89039699079463,17.113008629562238,4.822264250947915,236.15869602670617,29.023780906746243,11.490582929111195,58.21274386981849,2.905004362850438,196,1016.7209285515752,40,2,2,26.0,57.0,38.0,42.285714285714285,49.285714285714285,45.0
2024-02-22,5.579834994014593,14.567934284941238,20.55612013444101,1.558675255291241,248.6359493933466,20.352539031520294,10.732793616123,59.57390505476589,3.2250283969422213,57,1015.1077304176828,45,3,2,40.0,26.0,57.0,44.0,50.642857142857146,31.0
2024-02-23,7.830511868483143,19.777709892559663,13.746650962459142,1.5160697449263565,221.86561134880884,11.428121493635132,14.718462643704859,55.24750633638664,3.8502457814960342,304,1014.3340919814771,31,4,2,45.0,40.0,26.0,42.42857142857143,48.857142857142854,100.0
2024-02-24,26.13205985109846,51.110256355110366,8.195016937220974,5.141484879655506,173.93265375751162,32.06495317344046,16.098415296971382,46.44774081306011,2.28659666188121,216,1011.3043886036498,100,5,2,31.0,45.0,40.0,48.142857142857146,53.07142857142857,16.0
2024-02-25,3.08863497439824,8.072136455619772,9.740580970317653,1.5406155550304474,195.95632383391194,22.173979785893007,15.923312685111927,45.32210997806352,2.975377941651104,25,1014.8503055763448,16,6,2,100.0,31.0,45.0,45.0,49.642857142857146,36.0
2024-02-26,5.981918048222573,16.987300414494594,19.306712979490868,3.506602646667358,237.77829875046564,13.205501065282446,10.737911242002628,54.37550366908423,3.5320892918050655,302,1012.3813365995012,36,0,2,16.0,100.0,31.0,42.0,44.92857142857143,18.0
2024-02-27,1.0,11.292641110004261,9.514782357474111,1.9976358219803725,245.185513920219,5.394299454432993,12.456016690023574,65.49928184758186,6.9392561817767735,4,1015.2890280496289,18,1,2,36.0,16.0,100.0,40.857142857142854,44.0,42.0
2024-02-28,5.932928911950477,13.40419724526642,8.794872853706902,6.101425682175727,215.97719051465515,28.01027716268263,14.507494683860878,58.18225420401388,5.110415256929856,19,1010.5153398744101,42,2,2,18.0,36.0,16.0,41.142857142857146,41.714285714285715,33.0
2024-02-29,1.0,20.483326008375087,15.268185836794839,1.849263775013254,257.48124176262087,26.495162427459118,16.572312372465305,48.00770049290629,4.93718314835864,197,1012.0871551281023,33,3,2,42.0,18.0,36.0,39.42857142857143,41.714285714285715,34.0
2024-03-01,1.0,7.232522599693292,13.672232121677531,4.814733833448284,255.2896336990275,18.457985154544573,12.342009802055454,61.545982205455715,6.85822718902569,58,1008.0502110372399,34,4,3,33.0,42.0,18.0,39.857142857142854,41.142857142857146,63.0
2024-03-02,13.247000387214612,26.523316012654465,10.516228575668938,2.981508340606333,175.89183303672078,31.35543422830917,13.358254368857287,24.8354466092706,4.184194054393646,241,1012.8249619499688,63,5,3,34.0,33.0,42.0,34.57142857142857,41.357142857142854,35.0
2024-03-03,6.972406765017732,15.56707039841411,12.485154719595315,3.083599017917261,171.96442129688998,23.601737908559848,10.73372820837428,66.1207928995339,5.447912048836627,145,1008.9449956818557,35,6,3,63.0,34.0,33.0,37.285714285714285,41.142857142857146,46.0
2024-03-04,2.2972298066341392,22.438245145641798,13.342291961643443,1.0149564542171399,244.1448416245509,30.17982308931332,10.60337739321998,37.30117351560902,4.256252692581497,272,1007.42976774919,46,0,3,35.0,63.0,34.0,38.714285714285715,40.357142857142854,46.0
2024-03-05,1.0,14.264526142997408,9.380982507208138,0.9035203220640542,260.03800467401345,18.7764043728582,16.770559904271416,47.990310633832976,5.117577459815968,248,1014.2933057392769,46,1,3,46.0,35.0,63.0,42.714285714285715,41.785714285714285,77.0
2024-03-06,14.74399624085986,27.433034330071578,21.133444671599833,2.43444067981075,249.42366796822753,29.63944701868252,18.54436695403627,39.53111757672043,3.348862283184449,13,1014.0636988792883,77,2,3,46.0,46.0,35.0,47.714285714285715,44.42857142857143,83.0
2024-03-07,19.421324768197024,44.66314494659538,12.008315137683672,3.0754555348716703,256.29943743110664,21.45369860562343,14.403917919876001,39.85122628285295,1.323912570358199,12,1016.9143686747428,83,3,3,77.0,46.0,46.0,54.857142857142854,47.142857142857146,34.0
2024-03-08,7.226833193689181,21.84374326197816,11.822888633963707,1.548677105413677,254.29965634909095,26.788238736549275,17.77644262002057,62.72004656377491,4.190669133459895,43,1010.8443721521245,34,4,3,83.0,77.0,46.0,54.857142857142854,47.357142857142854,25.0
2024-03-09,1.0,12.786267105557508,12.817812028817452,1.5772034252728264,190.72798201934066,17.863103714731746,15.998198636621858,47.32388866857016,9.1282506171549,18,1015.0402642341837,25,5,3,34.0,83.0,77.0,49.42857142857143,42.0,28.0
2024-03-10,1.0,9.777613956237737,9.692572845812812,3.5992889602519553,184.47791736325075,22.952440419977897,13.126885234584856,56.90159620001473,7.121423969336897,62,1015.7539878613683,28,6,3,25.0,34.0,83.0,48.42857142857143,42.857142857142854,22.0
2024-03-11,1.0,7.752920065215133,14.809830443895567,3.6017766594205916,253.8572368630038,22.371824616589244,16.296848415367357,51.382370003524485,7.262315680942756,238,1015.223869039158,22,0,3,28.0,25.0,34.0,45.0,41.857142857142854,17.0
2024-03-12,1.0,13.188830495273006,16.448370372180953,2.5373734464551845,280.3684406130436,26.627368297181924,19.9786069903694,54.781104777046515,8.315035324342114,336,1008.8717315859893,17,1,3,22.0,28.0,25.0,40.857142857142854,41.785714285714285,23.0
2024-03-13,1.0,8.774563850022048,18.250749309329986,4.015255013573443,258.40537058113125,28.818144295339167,15.410228465266039,53.063104677969534,4.684826095045426,99,1013.7468174113559,23,2,3,17.0,22.0,28.0,33.142857142857146,40.42857142857143,59.0
2024-03-14,1.0,20.583778147875524,13.999617920454684,1.5111921643497295,276.0992537758084,39.647999636424856,20.366175041937705,36.98699023714545,4.946389189360678,162,1014.8207014802733,59,3,3,23.0,17.0,22.0,29.714285714285715,42.285714285714285,80.0
2024-03-15,14.490205116933728,25.38885214918507,19.5598560177429,2.275119415730924,262.13885216773275,19.86216563447597,7.968828661607599,65.9782538636676,3.2909426789196594,121,1013.0358923345397,80,4,3,59.0,23.0,17.0,36.285714285714285,45.57142857142857,27.0
2024-03-16,2.446913388481092,21.351153946996366,6.014820317656908,6.196216122338568,149.2131328949584,24.315723834405212,18.45082762106594,45.8370203578539,3.8265498394104336,43,1002.5676117081446,27,5,3,80.0,59.0,23.0,36.57142857142857,43.0,57.0
2024-03-17,8.103801165374023,21.59910750407203,12.095553197601461,2.8127455347653507,193.2676866864706,25.20771229284688,16.40450714227844,36.23192744226327,6.097540998371946,359,1013.8024481198674,57,6,3,27.0,80.0,59.0,40.714285714285715,44.57142857142857,14.0
2024-03-18,1.0,12.995428670105529,12.481417325947028,2.895495510848633,252.70352482685337,16.04011716239195,15.405732519695668,48.015982130493036,8.182045811777913,316,1024.0626551969863,14,0,3,57.0,27.0,80.0,39.57142857142857,42.285714285714285,59.0
2024-03-19,2.5605575032158265,18.006625087970914,19.116813949823975,8.61042168115156,248.96090458198444,34.530836314795316,16.738521107842793,66.63833735242171,4.1798562757744,144,1011.1998036562151,59,1,3,14.0,57.0,27.0,45.57142857142857,43.214285714285715,40.0
2024-03-20,4.654948545495143,13.831176343220534,15.426133436491636,1.3503028722137012,255.62696694979155,21.7460170660839,10.662064260256189,63.171185291006836,3.5783627649299246,326,1009.3596145107234,40,2,3,59.0,14.0,57.0,48.0,40.57142857142857,46.0
2024-03-21,2.4782763054987926,18.038656381741372,12.981284003971794,4.04796863352921,243.10033676085865,23.35043988594515,16.12828771956382,48.4493347961395,4.482872300223968,49,1014.866742798557,46,3,3,40.0,59.0,14.0,46.142857142857146,37.92857142857143,10.0
2024-03-22,1.0,5.0,16.9885232790649,6.246324057401742,254.5405772077789,22.981173615641826,18.022125467972348,47.49636022282954,6.053298768653643,64,1014.5618910523328,10,4,3,46.0,40.0,59.0,36.142857142857146,36.214285714285715,45.0
2024-03-23,2.905062176151089,10.757645598116937,12.375695529135228,2.3107474341168426,166.71373507119668,37.56526577024511,21.548857805418457,46.00922058511694,2.177271727631909,354,1018.963675827082,45,5,3,10.0,46.0,40.0,38.714285714285715,37.642857142857146,42.0
2024-03-24,5.714119288666531,13.950864896294469,11.847977658003138,4.177927847787385,192.8398116222812,29.659081479511727,15.725607769838001,72.90467595068941,1.421779880134164,287,1006.7106592204556,42,6,3,45.0,10.0,46.0,36.57142857142857,38.642857142857146,54.0
2024-03-25,8.490921864275375,16.468852734554254,11.91091128110082,1.6636105181574397,247.728237727579,23.703576226970952,15.020986240158567,56.30886140223625,3.4032524430026627,163,1016.656901262875,54,0,3,42.0,45.0,10.0,42.285714285714285,40.92857142857143,71.0
2024-03-26,10.028266040707184,23.96762487066602,13.547948629133746,1.9282903902886421,242.34832314555132,37.56176698391986,16.10800120918689,56.246415867317246,2.434262381031539,140,1015.9521103062573,71,1,3,54.0,42.0,45.0,44.0,44.785714285714285,34.0
2024-03-27,1.0,13.428749840908473,14.987781488635694,3.2952538568069447,231.50148368561452,26.92649509387922,20.52699122306457,60.03933892878614,3.476165787509124,313,1012.2892673152973,34,2,3,71.0,54.0,42.0,43.142857142857146,45.57142857142857,57.0
2024-03-28,10.235546340270702,28.86661950290258,14.876221042049819,4.0522947944072545,255.37551578297283,29.08228458866496,18.935208330292863,52.9202874251187,4.162474963822865,127,1014.6934365896085,57,3,3,34.0,71.0,54.0,44.714285714285715,45.42857142857143,138.0
2024-03-29,32.63702999363003,60.15992877644709,17.249236426315044,4.761050114505671,253.74214200250185,31.124952212838352,16.52845229026644,49.145352396659746,3.5728935849506356,238,1018.1472874079918,138,4,3,57.0,34.0,71.0,63.0,49.57142857142857,17.0
2024-03-30,1.0,8.171532675532266,6.268707411736122,5.958473317426158,180.43794459148506,13.807461393772934,19.826870857525293,48.123066080387574,9.264906493441288,323,1017.3615769001423,17,5,3,138.0,57.0,34.0,59.0,48.857142857142854,24.0
2024-03-31,1.0,13.345082189125836,11.202086814562357,2.6281409174008865,160.61847357492817,29.484202272338443,18.748144441401312,49.90991518515871,5.277077191874824,295,1007.2849034396313,24,6,3,17.0,138.0,57.0,56.42857142857143,46.5,128.0
2024-04-01,36.7424285325808,65.73507127312546,14.13005593669008,4.937237072086194,217.97637602376852,24.138656976804022,21.53314725046602,48.861204009668576,5.208214964111034,186,1017.1007909337774,128,0,4,24.0,17.0,138.0,67.0,54.642857142857146,20.0
2024-04-02,1.0,16.18028083968008,12.484498150848143,2.2906773921923045,262.5118260501312,28.291530409727024,16.691760269374416,58.930415301682594,6.117194473295016,207,1012.6765569748374,20,1,4,128.0,24.0,17.0,59.714285714285715,51.857142857142854,41.0
2024-04-03,5.489385733023777,22.11876211419325,12.772539666691202,4.2675745970114844,279.69283723753017,25.77155969010107,17.985996585732348,51.52646056520682,2.5359883459266146,219,1013.3643704900776,41,2,4,20.0,128.0,24.0,60.714285714285715,51.92857142857143,42.0
2024-04-04,1.0,11.652382069603144,14.35638700644611,3.0154359062804836,229.47292755220207,26.532600412686747,17.964027553229062,58.344386995541264,7.534977859427204,189,1013.3659849550085,42,3,4,41.0,20.0,128.0,58.57142857142857,51.642857142857146,59.0
2024-04-05,12.055114809012847,23.596407182712987,4.196744686621447,3.396817464943827,281.78882567123395,30.993677145529304,14.921430887580446,51.732118755123956,4.315088597339078,345,1012.2487850560087,59,4,4,42.0,41.0,20.0,47.285714285714285,55.142857142857146,23.0
2024-04-06,1.0,8.235249220839595,9.027291901337744,3.359371614568127,178.9747548223093,31.20495411719075,20.37216415896119,50.60026982368031,6.266639892094822,283,1018.9585374855353,23,5,4,59.0,42.0,41.0,48.142857142857146,53.57142857142857,42.0
2024-04-07,2.5432734382898374,11.06596335924459,8.660788868242783,1.2185327793312932,174.90111933628836,33.67421595145083,20.43894970031221,29.79851830452282,2.622351366659635,351,1012.5814102007539,42,6,4,23.0,59.0,42.0,50.714285714285715,53.57142857142857,31.0
2024-04-08,3.05063851258627,12.999626099298126,16.59834962796787,1.54951049375149,242.04902606908445,31.6267792467427,19.843206808369036,59.2416733428403,2.0608543235360193,236,1007.4022693580841,31,0,4,42.0,23.0,59.0,36.857142857142854,51.92857142857143,30.0
2024-04-09,1.0,12.840252137948767,12.58341995246844,2.8612847003749344,222.30963961150007,22.43594265838062,19.29623859987456,53.81676545904265,6.745966893229873,193,1011.0323507201514,30,1,4,31.0,42.0,23.0,38.285714285714285,49.0,35.0
2024-04-10,1.0,15.075871950640291,14.35465859948853,1.16924759433556,269.75457031849203,31.98135025084296,15.926021335407103,62.01709043089297,5.4097601810454945,286,1013.8934735840523,35,2,4,30.0,31.0,42.0,37.42857142857143,49.07142857142857,52.0
2024-04-11,4.405899443001852,16.35325569942589,19.626829882983905,4.118979965833825,234.48787277124794,27.486266055979957,19.08228014793138,21.496306144097414,2.8547213076846227,258,1019.1460739214853,52,3,4,35.0,30.0,31.0,38.857142857142854,48.714285714285715,21.0
2024-04-12,2.307094116801125,13.54126511470405,17.98305455944627,4.2029135330793865,234.403866485248,26.053120582208052,19.488053122652232,71.13972048648117,2.9013276987091703,245,1016.0154734247442,21,4,4,52.0,35.0,30.0,33.42857142857143,40.357142857142854,22.0
2024-04-13,1.0,12.216531525000018,12.39476993988125,3.201390595288038,188.88696833841735,26.150819570476735,18.28119246035834,49.463507488269094,7.867319381982727,135,1008.7473236062648,22,5,4,21.0,52.0,35.0,33.285714285714285,40.714285714285715,44.0
2024-04-14,12.099534910496793,25.56977580008349,9.45026789613721,1.5518270731613755,148.6382317465958,28.61096030046385,20.37579085237644,60.893932741186944,2.4726589103365493,279,1025.4259495833944,44,6,4,22.0,21.0,52.0,33.57142857142857,42.142857142857146,21.0
2024-04-15,1.0,6.873038711785219,16.629096837868957,5.419857206467277,219.52804378663666,17.76029372548146,22.24316954491796,38.47935595628571,10.189282948748179,270,1014.3238765548899,21,0,4,44.0,22.0,21.0,32.142857142857146,34.5,40.0
2024-04-16,1.0,5.0,14.298306598639218,7.5278187096958495,249.63731512983836,29.985342710019665,26.860638152625118,52.69741997431314,2.856764334154405,170,1019.376953689995,40,1,4,21.0,44.0,22.0,33.57142857142857,35.92857142857143,23.0
2024-04-17,1.0,8.024253209615638,14.411720367969187,2.925713591170257,255.86568858009704,25.85232066955003,21.896521159628165,38.51758378844936,6.166898040566613,158,1012.2414278321138,23,2,4,40.0,21.0,44.0,31.857142857142858,34.642857142857146,31.0
2024-04-18,1.0,13.865727266338935,16.22905603123965,3.508777510573321,259.6946929593785,31.735083763826395,22.315739378811102,42.6044407036364,3.80262174649335,200,1015.6667962235273,31,3,4,23.0,40.0,21.0,28.857142857142858,33.857142857142854,38.0
2024-04-19,1.0,7.985442809802162,13.209019234737202,3.0067787632776546,243.96403013207495,29.318188741141263,21.489593694516273,68.39551669140972,6.059296568516839,44,1017.1973425225921,38,4,4,31.0,23.0,40.0,31.285714285714285,32.357142857142854,58.0
2024-04-20,5.952055735289173,17.739048415804064,13.635306519330728,3.543746831908316,210.42517536098367,32.535995038624044,16.12595345253532,50.03019926609887,3.4141992966010855,263,1019.0909735587712,58,5,4,38.0,31.0,23.0,36.42857142857143,34.857142857142854,34.0
2024-04-21,1.0,13.832156437061585,10.163726706844333,2.5605462680547237,171.8095041772783,34.01467154944759,21.97150337233854,51.188577045627966,4.131347177834807,70,1018.2868415268912,34,6,4,58.0,38.0,31.0,35.0,34.285714285714285,77.0
2024-04-22,12.267665562320753,31.004945825594476,16.855081698778996,2.6717077643886973,245.38427695794556,30.104072985312392,22.399905759864733,57.50072442695517,4.574327016542329,102,1017.3609850003648,77,0,4,34.0,58.0,38.0,43.0,37.57142857142857,26.0
2024-04-23,1.4964407990566748,6.846996937754817,19.366801437771894,4.275319345278381,234.06026662372244,38.75721922650048,29.776453997515357,50.06859188096837,2.715310393075468,124,1011.4245663440295,26,1,4,77.0,34.0,58.0,41.0,37.285714285714285,53.0
2024-04-24,1.0,16.485296782268207,18.094961323725524,8.782947706289963,252.47813633042142,30.395490516216476,21.976450056818503,50.51596402302651,6.490971249209498,312,1010.1412697902197,53,2,4,26.0,77.0,34.0,45.285714285714285,38.57142857142857,62.0
2024-04-25,1.0,17.136750446777427,10.773242691928427,1.3498107302399036,262.2992246409355,40.06119115654002,23.624223602341893,51.83749822349131,3.4673590266508953,285,1014.663037551621,62,3,4,53.0,26.0,77.0,49.714285714285715,39.285714285714285,36.0
2024-04-26,1.0,5.8507507139072015,16.334687685029653,2.580785365382071,274.0715610906692,32.8596870664731,22.78068901969036,72.64381134253757,3.9976234311301213,229,1017.6656403617053,36,4,4,62.0,53.0,26.0,49.42857142857143,40.357142857142854,25.0
2024-04-27,7.093701069172308,16.52136725555269,12.286510728367357,1.5064708913805047,154.15002029783693,29.199929209851984,19.543178133704295,49.652222962812004,2.7259726840396055,145,1011.886396496117,25,5,4,36.0,62.0,53.0,44.714285714285715,40.57142857142857,41.0
2024-04-28,3.5813797107270666,21.32752298182156,12.372912346537571,6.025572220887174,171.55606526302017,34.48166661361084,26.641165060468705,48.69040793691532,1.2446236195575975,196,1018.3258598285719,41,6,4,25.0,36.0,62.0,45.714285714285715,40.357142857142854,35.0
2024-04-29,1.0,10.765732393723496,11.660115497656108,2.0261369815050454,258.93407221618287,27.168646739667036,25.631028094001454,57.6910299130754,4.073432942315335,220,1020.2630837274309,35,0,4,41.0,25.0,36.0,39.714285714285715,41.357142857142854,18.0
2024-04-30,1.0,5.0,13.028894288948027,1.3210139730397945,261.7411506918907,21.598405903952873,25.909857062892854,58.10033079813341,14.97388540438602,59,1008.4183954046329,18,1,4,35.0,41.0,25.0,38.57142857142857,39.785714285714285,42.0
2024-05-01,1.0,5.0,17.983674707224864,3.740029501228297,250.1309731560908,29.71322160738667,20.96908306452251,61.38576152334255,6.6346249749527475,97,1008.8153964810186,42,2,5,18.0,35.0,41.0,37.0,41.142857142857146,41.0
